Date,Opponent,Actual Result,Predicted Result,H2H Wins,H2H Losses,Win %
2022-06-03,SEA,L,-,1,3,0.333
2022-06-04,SEA,W,-,2,3,0.429
2022-06-05,SEA,L,-,2,4,0.375
2022-06-07,CLE,L,-,0,1,0.333
2022-06-07,CLE,W,-,1,1,0.5
2022-06-08,CLE,L,-,1,2,0.4
2022-06-10,CHW,L,-,0,1,0.333
2022-06-11,CHW,W,-,1,1,0.5
2022-06-12,CHW,W,-,2,1,0.6
2022-06-13,HOU,W,-,3,6,0.364
2022-06-14,HOU,L,-,3,7,0.333
2022-06-15,HOU,L,-,3,8,0.308
2022-06-16,DET,W,-,1,0,0.667
2022-06-17,DET,W,-,2,0,0.75
2022-06-18,DET,L,-,2,1,0.6
2022-06-19,DET,L,-,2,2,0.5
2022-06-21,PHI,W,-,3,0,0.8
2022-06-22,PHI,W,-,4,0,0.833
2022-06-24,WSH,L,-,0,1,0.333
2022-06-25,WSH,W,-,1,1,0.5
2022-06-26,WSH,L,-,1,2,0.4
2022-06-27,KC,W,-,3,1,0.667
2022-06-28,KC,W,-,4,1,0.714
2022-06-29,KC,L,-,4,2,0.625
2022-07-01,NYM,L,-,0,1,0.333
2022-07-02,NYM,W,-,1,1,0.5
2022-07-03,NYM,L,-,1,2,0.4
2022-07-04,BAL,L,-,0,1,0.333
2022-07-05,BAL,L,-,0,2,0.25
2022-07-06,BAL,L,-,0,3,0.2
2022-07-08,MIN,W,-,1,0,0.667
2022-07-09,MIN,W,-,2,0,0.75
2022-07-10,MIN,L,-,2,1,0.6
2022-07-11,OAK,W,-,6,2,0.7
2022-07-12,OAK,L,-,6,3,0.636
2022-07-13,OAK,W,-,7,3,0.667
2022-07-14,SEA,L,-,2,5,0.333
2022-07-15,SEA,L,-,2,6,0.3
2022-07-16,SEA,L,-,2,7,0.273
2022-07-17,SEA,L,-,2,8,0.25
2022-07-21,MIA,W,-,1,0,0.667
2022-07-22,OAK,L,-,7,4,0.615
2022-07-23,OAK,L,-,7,5,0.571
2022-07-24,OAK,W,-,8,5,0.6
2022-07-25,SEA,,L,2,8,0.25
2022-07-26,SEA,,L,2,8,0.25
2022-07-27,SEA,,L,2,8,0.25
2022-07-28,LAA,,L,5,4,0.545
2022-07-29,LAA,,L,5,4,0.545
2022-07-30,LAA,,L,5,4,0.545
2022-07-31,LAA,,W,5,4,0.545
2022-08-01,BAL,,L,0,3,0.2
2022-08-02,BAL,,L,0,3,0.2
2022-08-03,BAL,,L,0,3,0.2
2022-08-04,CHW,,W,2,1,0.6
2022-08-05,CHW,,W,2,1,0.6
2022-08-06,CHW,,W,2,1,0.6
2022-08-07,CHW,,W,2,1,0.6
2022-08-09,HOU,,L,3,8,0.308
2022-08-10,HOU,,W,3,8,0.308
2022-08-11,HOU,,L,3,8,0.308
2022-08-12,SEA,,L,2,8,0.25
2022-08-13,SEA,,L,2,8,0.25
2022-08-14,SEA,,L,2,8,0.25
2022-08-15,OAK,,L,8,5,0.6
2022-08-16,OAK,,W,8,5,0.6
2022-08-17,OAK,,L,8,5,0.6
2022-08-18,OAK,,L,8,5,0.6
2022-08-19,MIN,,L,2,1,0.6
2022-08-20,MIN,,W,2,1,0.6
2022-08-21,MIN,,L,2,1,0.6
2022-08-22,MIN,,W,2,1,0.6
2022-08-23,COL,,L,0,2,0.25
2022-08-24,COL,,W,0,2,0.25
2022-08-26,DET,,L,2,2,0.5
2022-08-27,DET,,W,2,2,0.5
2022-08-28,DET,,L,2,2,0.5
2022-08-30,HOU,,L,3,8,0.308
2022-08-31,HOU,,L,3,8,0.308
2022-09-01,BOS,,L,1,2,0.4
2022-09-02,BOS,,W,1,2,0.4
2022-09-03,BOS,,L,1,2,0.4
2022-09-04,BOS,,L,1,2,0.4
2022-09-05,HOU,,W,3,8,0.308
2022-09-06,HOU,,L,3,8,0.308
2022-09-07,HOU,,L,3,8,0.308
2022-09-09,TOR,,W,1,2,0.4
2022-09-10,TOR,,L,1,2,0.4
2022-09-11,TOR,,W,1,2,0.4
2022-09-12,MIA,,W,1,0,0.667
2022-09-12,MIA,,W,1,0,0.667
2022-09-13,OAK,,W,8,5,0.6
2022-09-14,OAK,,L,8,5,0.6
2022-09-16,TB,,L,2,2,0.5
2022-09-17,TB,,W,2,2,0.5
2022-09-18,TB,,L,2,2,0.5
2022-09-20,LAA,,W,5,4,0.545
2022-09-21,LAA,,L,5,4,0.545
2022-09-22,LAA,,W,5,4,0.545
2022-09-23,CLE,,L,1,2,0.4
2022-09-24,CLE,,L,1,2,0.4
2022-09-25,CLE,,L,1,2,0.4
2022-09-27,SEA,,L,2,8,0.25
2022-09-28,SEA,,L,2,8,0.25
2022-09-29,SEA,,W,2,8,0.25
2022-09-30,LAA,,W,5,4,0.545
2022-10-01,LAA,,W,5,4,0.545
2022-10-02,LAA,,L,5,4,0.545
2022-10-03,NYY,,L,1,2,0.4
2022-10-04,NYY,,W,1,2,0.4
2022-10-04,NYY,,W,1,2,0.4
2022-10-05,NYY,,W,1,2,0.4
Wins,Losses,Win %
70,92,0.432
