Date,Opponent,Actual Result,Predicted Result,H2H Wins,H2H Losses,Win %
2022-06-14,MIN,W,-,3,3,0.5
2022-06-15,MIN,L,-,3,4,0.444
2022-06-16,LAA,L,-,0,1,0.333
2022-06-17,LAA,W,-,1,1,0.5
2022-06-18,LAA,L,-,1,2,0.4
2022-06-18,LAA,L,-,1,3,0.333
2022-06-19,LAA,L,-,1,4,0.286
2022-06-21,OAK,W,-,2,2,0.5
2022-06-22,OAK,W,-,3,2,0.571
2022-06-23,OAK,W,-,4,2,0.625
2022-06-24,LAA,W,-,2,4,0.375
2022-06-25,LAA,W,-,3,4,0.444
2022-06-26,LAA,L,-,3,5,0.4
2022-06-27,BAL,L,-,2,2,0.5
2022-06-28,BAL,W,-,3,2,0.571
2022-06-29,BAL,W,-,4,2,0.625
2022-06-30,OAK,W,-,5,2,0.667
2022-07-01,OAK,L,-,5,3,0.6
2022-07-02,OAK,W,-,6,3,0.636
2022-07-03,OAK,W,-,7,3,0.667
2022-07-04,SD,W,-,1,0,0.667
2022-07-05,SD,W,-,2,0,0.75
2022-07-07,TOR,W,-,2,2,0.5
2022-07-08,TOR,W,-,3,2,0.571
2022-07-09,TOR,W,-,4,2,0.625
2022-07-10,TOR,W,-,5,2,0.667
2022-07-13,WSH,W,-,1,0,0.667
2022-07-13,WSH,W,-,2,0,0.75
2022-07-14,TEX,W,-,5,2,0.667
2022-07-15,TEX,W,-,6,2,0.7
2022-07-16,TEX,W,-,7,2,0.727
2022-07-17,TEX,W,-,8,2,0.75
2022-07-22,HOU,L,-,6,7,0.467
2022-07-23,HOU,L,-,6,8,0.438
2022-07-24,HOU,L,-,6,9,0.412
2022-07-25,TEX,,W,8,2,0.75
2022-07-26,TEX,,W,8,2,0.75
2022-07-27,TEX,,W,8,2,0.75
2022-07-28,HOU,,W,6,9,0.412
2022-07-29,HOU,,L,6,9,0.412
2022-07-30,HOU,,L,6,9,0.412
2022-07-31,HOU,,L,6,9,0.412
2022-08-01,NYY,,W,0,0,0.5
2022-08-02,NYY,,L,0,0,0.5
2022-08-03,NYY,,L,0,0,0.5
2022-08-05,LAA,,W,3,5,0.4
2022-08-06,LAA,,W,3,5,0.4
2022-08-06,LAA,,L,3,5,0.4
2022-08-07,LAA,,L,3,5,0.4
2022-08-08,NYY,,W,0,0,0.5
2022-08-09,NYY,,L,0,0,0.5
2022-08-10,NYY,,L,0,0,0.5
2022-08-12,TEX,,W,8,2,0.75
2022-08-13,TEX,,W,8,2,0.75
2022-08-14,TEX,,W,8,2,0.75
2022-08-15,LAA,,L,3,5,0.4
2022-08-16,LAA,,W,3,5,0.4
2022-08-17,LAA,,L,3,5,0.4
2022-08-19,OAK,,W,7,3,0.667
2022-08-20,OAK,,W,7,3,0.667
2022-08-21,OAK,,W,7,3,0.667
2022-08-23,WSH,,W,2,0,0.75
2022-08-24,WSH,,W,2,0,0.75
2022-08-25,CLE,,L,0,0,0.5
2022-08-26,CLE,,W,0,0,0.5
2022-08-27,CLE,,W,0,0,0.5
2022-08-28,CLE,,L,0,0,0.5
2022-08-30,DET,,L,0,0,0.5
2022-08-31,DET,,W,0,0,0.5
2022-09-01,DET,,W,0,0,0.5
2022-09-02,CLE,,W,0,0,0.5
2022-09-03,CLE,,W,0,0,0.5
2022-09-04,CLE,,W,0,0,0.5
2022-09-05,CHW,,L,1,2,0.4
2022-09-06,CHW,,W,1,2,0.4
2022-09-07,CHW,,L,1,2,0.4
2022-09-09,ATL,,L,0,0,0.5
2022-09-10,ATL,,L,0,0,0.5
2022-09-11,ATL,,L,0,0,0.5
2022-09-13,SD,,W,2,0,0.75
2022-09-14,SD,,W,2,0,0.75
2022-09-16,LAA,,L,3,5,0.4
2022-09-17,LAA,,L,3,5,0.4
2022-09-18,LAA,,W,3,5,0.4
2022-09-19,LAA,,L,3,5,0.4
2022-09-20,OAK,,W,7,3,0.667
2022-09-21,OAK,,L,7,3,0.667
2022-09-22,OAK,,L,7,3,0.667
2022-09-23,KC,,W,3,0,0.8
2022-09-24,KC,,W,3,0,0.8
2022-09-25,KC,,W,3,0,0.8
2022-09-27,TEX,,W,8,2,0.75
2022-09-28,TEX,,L,8,2,0.75
2022-09-29,TEX,,W,8,2,0.75
2022-09-30,OAK,,W,7,3,0.667
2022-10-01,OAK,,W,7,3,0.667
2022-10-02,OAK,,W,7,3,0.667
2022-10-03,DET,,W,0,0,0.5
2022-10-04,DET,,W,0,0,0.5
2022-10-04,DET,,W,0,0,0.5
2022-10-05,DET,,L,0,0,0.5
Wins,Losses,Win %
91,71,0.562
