Date,Opponent,Actual Result,Predicted Result,H2H Wins,H2H Losses,Win %
2022-06-11,TEX,L,-,1,1,0.5
2022-06-12,TEX,L,-,1,2,0.4
2022-06-13,DET,W,-,3,1,0.667
2022-06-14,DET,W,-,4,1,0.714
2022-06-15,DET,W,-,5,1,0.75
2022-06-17,HOU,L,-,0,1,0.333
2022-06-18,HOU,W,-,1,1,0.5
2022-06-19,HOU,L,-,1,2,0.4
2022-06-20,TOR,W,-,1,3,0.333
2022-06-21,TOR,W,-,2,3,0.429
2022-06-22,TOR,L,-,2,4,0.375
2022-06-23,BAL,L,-,0,1,0.333
2022-06-24,BAL,L,-,0,2,0.25
2022-06-25,BAL,L,-,0,3,0.2
2022-06-26,BAL,W,-,1,3,0.333
2022-06-27,LAA,L,-,2,3,0.429
2022-06-28,LAA,W,-,3,3,0.5
2022-06-29,LAA,L,-,3,4,0.444
2022-07-01,SF,W,-,1,0,0.667
2022-07-02,SF,W,-,2,0,0.75
2022-07-03,SF,W,-,3,0,0.8
2022-07-04,MIN,L,-,0,4,0.167
2022-07-05,MIN,L,-,0,5,0.143
2022-07-06,MIN,W,-,1,5,0.25
2022-07-07,DET,L,-,5,2,0.667
2022-07-08,DET,L,-,5,3,0.6
2022-07-09,DET,W,-,6,3,0.636
2022-07-10,DET,W,-,7,3,0.667
2022-07-11,CLE,L,-,1,5,0.25
2022-07-12,CLE,L,-,1,6,0.222
2022-07-12,CLE,W,-,2,6,0.3
2022-07-13,CLE,W,-,3,6,0.364
2022-07-14,MIN,W,-,2,5,0.333
2022-07-15,MIN,W,-,3,5,0.4
2022-07-16,MIN,L,-,3,6,0.364
2022-07-17,MIN,W,-,4,6,0.417
2022-07-22,CLE,L,-,3,7,0.333
2022-07-23,CLE,L,-,3,8,0.308
2022-07-23,CLE,W,-,4,8,0.357
2022-07-24,CLE,W,-,5,8,0.4
2022-07-26,COL,,L,0,0,0.5
2022-07-27,COL,,W,0,0,0.5
2022-07-29,OAK,,L,0,0,0.5
2022-07-30,OAK,,W,0,0,0.5
2022-07-31,OAK,,L,0,0,0.5
2022-08-01,KC,,L,4,4,0.5
2022-08-02,KC,,W,4,4,0.5
2022-08-03,KC,,W,4,4,0.5
2022-08-04,TEX,,W,1,2,0.4
2022-08-05,TEX,,L,1,2,0.4
2022-08-06,TEX,,L,1,2,0.4
2022-08-07,TEX,,L,1,2,0.4
2022-08-09,KC,,W,4,4,0.5
2022-08-09,KC,,W,4,4,0.5
2022-08-10,KC,,L,4,4,0.5
2022-08-11,KC,,L,4,4,0.5
2022-08-12,DET,,W,7,3,0.667
2022-08-13,DET,,L,7,3,0.667
2022-08-14,DET,,W,7,3,0.667
2022-08-15,HOU,,L,1,2,0.4
2022-08-16,HOU,,W,1,2,0.4
2022-08-17,HOU,,L,1,2,0.4
2022-08-18,HOU,,L,1,2,0.4
2022-08-19,CLE,,L,5,8,0.4
2022-08-20,CLE,,L,5,8,0.4
2022-08-21,CLE,,L,5,8,0.4
2022-08-22,KC,,W,4,4,0.5
2022-08-23,BAL,,W,1,3,0.333
2022-08-24,BAL,,L,1,3,0.333
2022-08-25,BAL,,L,1,3,0.333
2022-08-26,ARI,,W,0,0,0.5
2022-08-27,ARI,,W,0,0,0.5
2022-08-28,ARI,,L,0,0,0.5
2022-08-30,KC,,L,4,4,0.5
2022-08-31,KC,,L,4,4,0.5
2022-09-01,KC,,W,4,4,0.5
2022-09-02,MIN,,L,4,6,0.417
2022-09-03,MIN,,W,4,6,0.417
2022-09-04,MIN,,L,4,6,0.417
2022-09-05,SEA,,L,2,1,0.6
2022-09-06,SEA,,L,2,1,0.6
2022-09-07,SEA,,L,2,1,0.6
2022-09-08,OAK,,W,0,0,0.5
2022-09-09,OAK,,L,0,0,0.5
2022-09-10,OAK,,W,0,0,0.5
2022-09-11,OAK,,L,0,0,0.5
2022-09-13,COL,,L,0,0,0.5
2022-09-14,COL,,W,0,0,0.5
2022-09-16,DET,,W,7,3,0.667
2022-09-17,DET,,W,7,3,0.667
2022-09-18,DET,,W,7,3,0.667
2022-09-20,CLE,,W,5,8,0.4
2022-09-21,CLE,,L,5,8,0.4
2022-09-22,CLE,,L,5,8,0.4
2022-09-23,DET,,W,7,3,0.667
2022-09-24,DET,,W,7,3,0.667
2022-09-25,DET,,W,7,3,0.667
2022-09-27,MIN,,L,4,6,0.417
2022-09-28,MIN,,W,4,6,0.417
2022-09-29,MIN,,L,4,6,0.417
2022-09-30,SD,,L,0,0,0.5
2022-10-01,SD,,W,0,0,0.5
2022-10-02,SD,,W,0,0,0.5
2022-10-03,MIN,,L,4,6,0.417
2022-10-04,MIN,,W,4,6,0.417
2022-10-05,MIN,,W,4,6,0.417
Wins,Losses,Win %
79,83,0.488
