Date,Opponent,Actual Result,Predicted Result,H2H Wins,H2H Losses,Win %
2022-06-27,BOS,W,-,6,2,0.7
2022-06-28,BOS,W,-,7,2,0.727
2022-06-29,BOS,L,-,7,3,0.667
2022-06-30,TB,W,-,2,2,0.5
2022-07-01,TB,W,-,3,2,0.571
2022-07-02,TB,L,-,3,3,0.5
2022-07-02,TB,L,-,3,4,0.444
2022-07-03,TB,L,-,3,5,0.4
2022-07-04,OAK,L,-,2,2,0.5
2022-07-05,OAK,L,-,2,3,0.429
2022-07-06,OAK,W,-,3,3,0.5
2022-07-07,SEA,L,-,2,2,0.5
2022-07-08,SEA,L,-,2,3,0.429
2022-07-09,SEA,L,-,2,4,0.375
2022-07-10,SEA,L,-,2,5,0.333
2022-07-12,PHI,W,-,1,0,0.667
2022-07-13,PHI,W,-,2,0,0.75
2022-07-14,KC,L,-,2,2,0.5
2022-07-15,KC,W,-,3,2,0.571
2022-07-16,KC,W,-,4,2,0.625
2022-07-17,KC,W,-,5,2,0.667
2022-07-22,BOS,W,-,8,3,0.692
2022-07-23,BOS,W,-,9,3,0.714
2022-07-24,BOS,W,-,10,3,0.733
2022-07-26,STL,,W,1,1,0.5
2022-07-27,STL,,L,1,1,0.5
2022-07-28,DET,,L,2,1,0.6
2022-07-29,DET,,W,2,1,0.6
2022-07-30,DET,,W,2,1,0.6
2022-07-31,DET,,W,2,1,0.6
2022-08-02,TB,,W,3,5,0.4
2022-08-03,TB,,W,3,5,0.4
2022-08-04,MIN,,L,1,2,0.4
2022-08-05,MIN,,L,1,2,0.4
2022-08-06,MIN,,L,1,2,0.4
2022-08-07,MIN,,W,1,2,0.4
2022-08-08,BAL,,L,2,2,0.5
2022-08-09,BAL,,L,2,2,0.5
2022-08-10,BAL,,W,2,2,0.5
2022-08-12,CLE,,L,1,3,0.333
2022-08-13,CLE,,L,1,3,0.333
2022-08-14,CLE,,W,1,3,0.333
2022-08-15,BAL,,L,2,2,0.5
2022-08-16,BAL,,W,2,2,0.5
2022-08-17,BAL,,W,2,2,0.5
2022-08-18,NYY,,W,4,8,0.357
2022-08-19,NYY,,L,4,8,0.357
2022-08-20,NYY,,W,4,8,0.357
2022-08-21,NYY,,L,4,8,0.357
2022-08-23,BOS,,L,10,3,0.733
2022-08-24,BOS,,L,10,3,0.733
2022-08-25,BOS,,L,10,3,0.733
2022-08-26,LAA,,W,4,0,0.833
2022-08-27,LAA,,W,4,0,0.833
2022-08-28,LAA,,W,4,0,0.833
2022-08-29,CHC,,L,0,0,0.5
2022-08-30,CHC,,L,0,0,0.5
2022-08-31,CHC,,L,0,0,0.5
2022-09-02,PIT,,L,0,0,0.5
2022-09-03,PIT,,L,0,0,0.5
2022-09-04,PIT,,L,0,0,0.5
2022-09-05,BAL,,W,2,2,0.5
2022-09-06,BAL,,W,2,2,0.5
2022-09-07,BAL,,W,2,2,0.5
2022-09-09,TEX,,W,2,1,0.6
2022-09-10,TEX,,L,2,1,0.6
2022-09-11,TEX,,W,2,1,0.6
2022-09-12,TB,,W,3,5,0.4
2022-09-13,TB,,L,3,5,0.4
2022-09-13,TB,,W,3,5,0.4
2022-09-14,TB,,L,3,5,0.4
2022-09-15,TB,,L,3,5,0.4
2022-09-16,BAL,,L,2,2,0.5
2022-09-17,BAL,,L,2,2,0.5
2022-09-18,BAL,,W,2,2,0.5
2022-09-20,PHI,,W,2,0,0.75
2022-09-21,PHI,,W,2,0,0.75
2022-09-22,TB,,L,3,5,0.4
2022-09-23,TB,,L,3,5,0.4
2022-09-24,TB,,L,3,5,0.4
2022-09-25,TB,,L,3,5,0.4
2022-09-26,NYY,,L,4,8,0.357
2022-09-27,NYY,,W,4,8,0.357
2022-09-28,NYY,,L,4,8,0.357
2022-09-30,BOS,,W,10,3,0.733
2022-10-01,BOS,,W,10,3,0.733
2022-10-02,BOS,,W,10,3,0.733
2022-10-03,BAL,,W,2,2,0.5
2022-10-04,BAL,,W,2,2,0.5
2022-10-05,BAL,,W,2,2,0.5
Wins,Losses,Win %
86,76,0.531
